,val,x,y
0,0.3313549019607819,0,0
1,0.3247600000000005,1,0
2,0.3316419607843113,2,0
3,0.33743833333333373,3,0
4,0.33792000000000033,4,0
5,0.36734862745097996,5,0
6,0.3613513725490204,6,0
7,0.34860627450980175,7,0
8,0.3720648039215676,8,0
9,0.3728368627450961,9,0
10,0.3904839215686303,10,0
11,0.36864784313725185,11,0
12,0.386438039215686,12,0
13,0.3955556862745103,13,0
14,0.3926145098039192,14,0
15,0.4014494117647054,15,0
16,0.398496862745097,16,0
17,0.4181047058823527,17,0
18,0.3934112745098034,18,0
19,0.4297792156862733,19,0
20,0.4360686274509783,20,0
21,0.42850823529411697,21,0
22,0.4642023529411735,22,0
23,0.4710650980392158,23,0
24,0.46840470588235317,24,0
25,0.46811607843137537,25,0
26,0.4854935294117636,26,0
27,0.4693905882352939,27,0
28,0.4909705882352938,28,0
29,0.49799176470588236,29,0
30,0.5040268627450952,30,0
31,0.4936535294117642,31,0
32,0.5171829411764695,32,0
33,0.5324525490196094,33,0
34,0.5358200000000006,34,0
35,0.556151764705883,35,0
36,0.5639071568627443,36,0
37,0.5784084313725496,37,0
38,0.5722564705882348,38,0
39,0.5820603921568624,39,0
40,0.5997188235294096,40,0
41,0.6124639215686273,41,0
42,0.6280372549019617,42,0
43,0.6260650980392162,43,0
44,0.6351713725490188,44,0
45,0.6622074509803929,45,0
46,0.6661588235294119,46,0
47,0.6815721568627432,47,0
48,0.6901667647058826,48,0
49,0.7237235294117625,49,0
50,0.716711568627451,50,0
51,0.7226258823529406,51,0
52,0.7471356862745073,52,0
53,0.755460490196077,53,0
54,0.7682972549019627,54,0
55,0.7872166666666662,55,0
56,0.8033270588235294,56,0
57,0.8166376470588227,57,0
58,0.8254611764705883,58,0
59,0.8382062745098039,59,0
60,0.8333043137254895,60,0
61,0.827836862745097,61,0
62,0.8356764705882354,62,0
63,0.8452082352941177,63,0
64,0.8426854901960784,64,0
65,0.8407211764705882,65,0
66,0.8466219607843138,66,0
67,0.846078431372549,67,0
68,0.846078431372549,68,0
69,0.846078431372549,69,0
70,0.846078431372549,70,0
71,0.846078431372549,71,0
72,0.846078431372549,72,0
73,0.846078431372549,73,0
74,0.846078431372549,74,0
75,0.846078431372549,75,0
76,0.846078431372549,76,0
77,0.846078431372549,77,0
78,0.846078431372549,78,0
79,0.846078431372549,79,0
80,0.846078431372549,80,0
81,0.846078431372549,81,0
82,0.846078431372549,82,0
83,0.846078431372549,83,0
84,0.846078431372549,84,0
85,0.846078431372549,85,0
86,0.846078431372549,86,0
87,0.846078431372549,87,0
88,0.846078431372549,88,0
89,0.8488690196078431,89,0
90,0.8487276470588235,90,0
91,0.8452082352941177,91,0
92,0.8436623529411756,92,0
93,0.8318998039215677,93,0
94,0.8293792156862729,94,0
95,0.8000361764705896,95,0
96,0.7775505882352941,96,0
97,0.7606011764705851,97,0
98,0.7363705882352932,98,0
99,0.7236254901960785,99,0
100,0.7010799999999974,100,0
101,0.6685780392156843,101,0
102,0.6545717647058856,102,0
103,0.6398658823529427,103,0
104,0.6153464705882314,104,0
105,0.5573431372548939,105,0
106,0.5750418627450959,106,0
107,0.5616419607843152,107,0
108,0.3303246078431369,0,1
109,0.328006666666668,1,1
110,0.3446733333333347,2,1
111,0.3207290196078445,3,1
112,0.35782549019607746,4,1
113,0.3578390196078428,5,1
114,0.3746698039215649,6,1
115,0.37509745098039116,7,1
116,0.3773466666666653,8,1
117,0.3812533333333329,9,1
118,0.3668301960784297,10,1
119,0.395959215686274,11,1
120,0.40737970588235217,12,1
121,0.40241843137254774,13,1
122,0.40958666666666554,14,1
123,0.4135139215686269,15,1
124,0.43129490196078457,16,1
125,0.42750372549019067,17,1
126,0.4524547058823528,18,1
127,0.4409784313725479,19,1
128,0.4300619607843149,20,1
129,0.488606274509804,21,1
